"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"363","Lathyrus nevadensis","S. Watson","","Sierra Nevada peavine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lathyrus","Lathyrus nevadensis","","","","native","S5 (2000)",NA,"1913-06-01","W. Taylor","UBC","V23664",NA,"2020-05-29","Taylor Justason","iNaturalist","47802262",NA,3,"confirmed","observed","UBC:  Gambier Island",77640,"VAS"
"364","Lathyrus palustris","L.","","marsh pea","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lathyrus","Lathyrus palustris","","","","native","S3S4 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:3",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93953929",NA,6,"confirmed","observed","",77642,"VAS"
"365","Lemna minor","L,","","common duckweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Araceae","Lemnoideae",NA,"Lemna","Lemna minor","","","","native","S5 (2019)",NA,"2019-12-28","Ben Keen","iNaturalist","37048511",NA,"2019-12-28","Ben Keen","iNaturalist","37048511",NA,1,"new 2019","observed","",54518,"VAS"
"366","Lepidium virginicum ssp. menziesii","L.","(DC.) Thell.","tall pepper-grass","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Lepidium","Lepidium virginicum","","menziesii","","native","S5 (2019)",NA,"1966-07-29","A. S. Harrison","CPNWH","2509132",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:299",NA,5,"reported","unobserved","",79971,"VAS"
"367","Leptarrhena pyrolifolia","(D. Don) R. Br. ex Ser.","","leather-leaf saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Leptarrhena","Leptarrhena pyrolifolia","","","","native","S5 (2015)",NA,"1913-07-30","W. Taylor","UBC","V128231",NA,"2022-10-22","matiassantoro","iNaturalist","139845402",NA,29,"confirmed","observed","",128870,"VAS"
"368","Leymus mollis ssp. mollis","(Trin.) Pilg.","","sea lyme grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Leymus","Leymus Leymus mollis","","mollis","","native","S5 (2019)",NA,"2014-08-12","Baxter Naday","iNaturalist","34397836",NA,"2021-08-25","Else Mikkelsen","iNaturalist","105933274",NA,3,"confirmed","observed","",118426,"VAS"
"369","Lilaeopsis occidentalis","J.M. Coult. & Rose","","western grasswort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Lilaeopsis","Lilaeopsis occidentalis","","","","native","S4 (2015)",NA,"1980-01-01","L. Jones","RBCM","V199575",NA,"2021-07-03","danielhennigar","iNaturalist","85530820",NA,3,"confirmed","observed","",77742,"VAS"
"370","Lilium columbianum","Leichtlin","","columbia lily","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Liliales","",NA,"Liliaceae","Lilioideae",NA,"Lilium","Lilium columbianum","","","","native","S5 (2015)",NA,"1913-08-01","John Davidson","UBC","V63199",NA,"2022-08-18","jessiemcfadden","iNaturalist","131495013",NA,66,"confirmed","observed","",77744,"VAS"
"371","Limosella aquatica","L.","","water mudwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Limosella","Limosella aquatica","","","","native","S4 (2015)",NA,"2018-07-14","Frank Lomer, Judith Holm","UBC","V253101",NA,"2018-07-14","Frank Lomer, Judith Holm","UBC","V253101",NA,1,"new 2018","unobserved","",59016,"VAS"
"372","Linnaea borealis ssp. longiflora","L.","(Torr.) Piper & Beattie","twinflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Linnaeoideae",NA,"Linnaea","Linnaea borealis","","longiflora","","native","S5 (2020)",NA,"2017-07-04","hillanddale","iNaturalist","9525360",NA,"2022-11-26","Guerric Haché","iNaturalist","142993062",NA,75,"new 2017","observed","",81026,"VAS"
"373","Lonicera ciliosa","(Pursh) Poir. ex DC.","","orange honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera ciliosa","","","","native","S5 (2000)",NA,"1961-05-25","Katherine I. Beamish, Freek Vrugtman, C. Campbell","UBC","V184509",NA,"2022-11-26","Guerric Haché","iNaturalist","143075984",NA,78,"confirmed","observed","",77832,"VAS"
"374","Lonicera hispidula","(Lindl.) Doug. ex Torr. & Gray","","pink honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera hispidula","","","","native","S5 (2000)",NA,"2015-06-06","Steve Ansell","iNaturalist","66765093",NA,"2022-07-24","Claude Nozères","iNaturalist","131105019",NA,8,"confirmed","observed","",53416,"VAS"
"375","Lonicera involucrata var. involucrata","(Richardson) Banks ex Spreng.","","twinberry honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera involucrata","","","involucrata","native","S5",NA,"1997-05-18","Gerald B. Straley","UBC","V226285",NA,"2022-09-13","noahplants","iNaturalist","135011678",NA,42,"confirmed","observed","",81040,"VAS"
"376","Lonicera utahensis","S.Watson","","Utah honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera utahensis","","","","native","S5 (2019)",NA,"1913-08-04","John Davidson","UBC","V7331",NA,"2022-08-05","kamil1232","iNaturalist","129562877",NA,8,"confirmed","observed","",148098,"VAS"
"377","Luetkea pectinata","(Pursh) Kuntze.","","partridgefoot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Luetkea","Luetkea pectinata","","","","native","S5 (2015)",NA,"1913-08-03","F. Perry","UBC","V33280",NA,"2022-10-18","FreckLes","iNaturalist","139300036",NA,113,"confirmed","observed","",77842,"VAS"
"378","Lupinus arcticus ssp. subalpinus","S. Watson","(Piper & B.L.Rob.) D.B.Dunn","Arctic lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus arcticus","","subalpinus","","native","S5 (2000)",NA,"1956-08-07","vc Bink","UBC","V55398",NA,"2021-08-08","Paolo Pietropaolo","iNaturalist","91970243",NA,19,"confirmed","observed","",236818,"VAS"
"379","Lupinus latifolius ssp. latifolius","Lindl. ex J.Agardh","","broadleaf lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus latifolius","","latifolius","","native","S5 (2019)",NA,"1912-08-15","John Davidson","UBC","V24015",NA,"2021-08-06","Stephen Hui","iNaturalist","90265266",NA,20,"confirmed","observed","",64242,"VAS"
"380","Lupinus littoralis","Dougl.","","seashore lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus littoralis","","","","native","S5 (2019)",NA,"1997-05-18","Gerald B. Straley","UBC","V226290",NA,"2021-05-26","sidalcea","iNaturalist","80417454",NA,6,"confirmed","observed","",77872,"VAS"
"381","Lupinus polyphyllus ssp. polyphyllus","Lindl.","","large-leaved lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus polyphyllus","","polyphyllus","","native","S4 (2001)",NA,"2012-07-25","Erin R. Manton, A. van der Linde, J. Shiller","UBC","V239695",NA,"2022-07-22","lauramaypollock","iNaturalist","127425272",NA,39,"confirmed","observed","",61016,"VAS"
"382","Luzula comosa var. comosa","E. Mey.","","Pacific woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula comosa","","","comosa","native","S5 (2020)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:314",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:314",NA,1,"new 2020","unobserved","",81079,"VAS"
"383","Luzula comosa var. laxa","E. Mey.","Buchenau","Pacific woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula comosa","","","laxa","native","S4 (2000)",NA,"2020-06-14","Chloe and Trevor Van Loon","iNaturalist","49947750",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:313",NA,2,"new 2020","observed","",57111,"VAS"
"384","Luzula hitchcockii","Hämet-Ahti","","hitchccock's woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula hitchcockii","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:315",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:315",NA,1,"new 2020","unobserved","",143686,"VAS"
"385","Luzula macrantha","(S. Watson) Zika & B.L. Wilson","","prairie woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula macrantha","","","","native","S4S5 (2019)",NA,"2008-06-23","P. F. Zika","UWBM","190940",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:316",NA,2,"reported","unobserved","",890625,"VAS"
"386","Luzula parviflora ssp. fastigiata","(Ehrh.) Desv.","(E.Mey.) Hämet-Ahti","forked wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula parviflora","","fastigiata","","native","S5 (2020)",NA,"1913-08-07","John Davidson","UBC","V47639",NA,"1913-08-07","John Davidson","UBC","V47639",NA,1,"reported","unobserved","",80006,"VAS"
"387","Luzula parviflora ssp. parviflora","(Ehrh.) Desv","","small-flowered woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula parviflora","","parviflora","","native","S5 (2020)",NA,"1977-08-06","Christopher Clement","RBCM","V146581",NA,"2021-05-23","Else Mikkelsen","iNaturalist","80414608",NA,11,"confirmed","observed","",80007,"VAS"
"388","Luzula piperi","(Coville) M.E.Jones","","Piper's wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula piperi","","","","native","S5 (2019)",NA,"1913-03-08","A. E. Baggs","UBC","V237851",NA,"1964-09-20","Vladimir J. Krajina, R.C. Brooke","UBC","V108869",NA,4,"reported","unobserved","",77898,"VAS"
"389","Luzula spicata","(L.( DeConte","","spiked wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula spicata","","","","native","S5 (2019)",NA,"1912-08-11","John Davidson","UBC","V47660",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:318",NA,2,"reported","unobserved","",77899,"VAS"
"390","Luzula subsessilis","(S. Watson) Buchenau","","Pacific woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula subsessilis","","","","native","S5 (2000)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:319",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:319",NA,1,"new 2020","unobserved","",77901,"VAS"
"391","Luzula wahlenbergii","Rupr.","","reindeer wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula wahlenbergii","","","","native","unlisted",NA,"1913-08-01","John Davidson","UBC","V49230",NA,"1966-08-16","Collector(s): B. Fraser","UAM","UAM:Herb:39975",NA,3,"reported","unobserved","",164951,"VAS"
"392","Lycopodiella inundata","(L.) Holub","","inundated bog clubmoss","Plantae","Tracheophyta","",NA,"Lycopodiopsida","","","Lycopodiales","",NA,"Lycopodiaceae","Lycopodielloideae",NA,"Lycopodiella","Lycopodiella inundata","","","","native","S5 (2019)",NA,"1973-08-07","Thomas M.C. Taylor","UBC","V146649",NA,"2022-08-26","John D Reynolds","iNaturalist","133787046",NA,13,"confirmed","observed","",77913,"VAS"
"393","Lycopodium clavatum","L.","","stag's-horn clubmoss","Plantae","Tracheophyta","",NA,"Lycopodiopsida","","","Lycopodiales","",NA,"Lycopodiaceae","Lycopodioideae",NA,"Lycopodium","Lycopodium clavatum","","","","native","S5 (2015)",NA,"1995-07-16","Straley, Gerald","USCH","",NA,"2022-09-25","Clare Kilgour","iNaturalist","136534256",NA,75,"confirmed","observed","",77914,"VAS"
"394","Lycopus europaeus","L.","","European water-horehound","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Lycopus","Lycopus europaeus","","","","native","S5 (2019)",NA,"2021-08-29","Ben Keen","iNaturalist","92930111",NA,"2021-08-29","Ben Keen","iNaturalist","92930111",NA,1,"new 2021","observed","",133036,"VAS"
"395","Lycopus uniflorus","Michx.","","northern bugleweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Lycopus","Lycopus uniflorus","","","","native","S5 (2015)",NA,"1915-08-01","Fred Perry","UBC","V49211",NA,"2022-09-02","lyndseysmith","iNaturalist","133696675",NA,14,"confirmed","observed","",77915,"VAS"
"396","Lysichiton americanus","Hultén & H.St.John","","western skunk cabbage","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Araceae","Orontioideae",NA,"Lysichiton","Lysichiton americanus","","","","native","S5 (2019)",NA,"2007-04-03","hillanddale","iNaturalist","9014099",NA,"2022-10-18","FreckLes","iNaturalist","139300053",NA,180,"confirmed","observed","",48537,"VAS"
"397","Lysimachia borealis","Rafinesque) U. Manns & Anderberg","","starflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia borealis","","","","native","S4S5 (2015)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:323",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:323",NA,1,"new 2020","unobserved","Reported as: Trientalis borealis ssp. latifolia",204174,"VAS"
"398","Lysimachia europaea","(L.) U.Manns & Anderb.","","Arctic starflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia europaea","","","","native","S4S5 (2015)",NA,"1915-06-13","F. Perry","UBC","V35182",NA,"2022-07-25","Dawn Hanna","iNaturalist","127920005",NA,14,"confirmed","observed","",716947,"VAS"
"399","Lysimachia latifolia","(Hook.) Cholewa","","western star flower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia latifolia","","","","native","S4S5 (2015)",NA,"2016-04-28","Emma","iNaturalist","117826694",NA,"2022-11-20","Guerric Haché","iNaturalist","142490946",NA,124,"new 2016","observed","",496537,"VAS"
"400","Lysimachia maritima","(L.) Galasso, Banfi & Soldano","","sea milkwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia maritima","","","","native","S5 (2001)",NA,"2016-06-05","hillanddale","iNaturalist","9531407",NA,"2022-08-09","lauramaypollock","iNaturalist","130155538",NA,13,"new 2016","observed","",204175,"VAS"
"401","Lysimachia thyrsiflora","L.","","tufted loosestrife","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia thyrsiflora","","","","native","S4S5 (2015)",NA,"2018-07-02","Vanessa","iNaturalist","13996772",NA,"2022-07-13","Bobby Valentine","iNaturalist","126108604",NA,13,"new 2018","observed","",77917,"VAS"
"402","Madia glomerata","Hook.","","clustered tarweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Madia","Madia glomerata","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:328",NA,"2022-09-16","Matt M","iNaturalist","135839653",NA,2,"new 2020","observed","",77923,"VAS"
"403","Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.","","western lily of the valley","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Nolinoideae",NA,"Maianthemum","Maianthemum dilatatum","","","","native","S5 (2000)",NA,"1961-05-25","F. Vrugtman, Katherine I. Beamish, C.C.","UBC","V223435",NA,"2022-09-13","noahplants","iNaturalist","135011806",NA,96,"confirmed","observed","",63939,"VAS"
"404","Maianthemum racemosum ssp. amplexicaule","(L.) Link","(Nutt.) LaFrankie","solomon's plume","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Nolinoideae",NA,"Maianthemum","Maianthemum racemosum","","amplexicaule","","native","S5 (2015)",NA,"1967-06-24","P. Warrington","University of Lethbridge","",NA,"2022-06-26","Lyrae","iNaturalist","125196476",NA,40,"confirmed","observed","",53012,"VAS"
"405","Maianthemum stellatum","(L.) Link.","","starry false solomon's-seal","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Nolinoideae",NA,"Maianthemum","Maianthemum stellatum","","","","native","S5 (2015)",NA,"1967-06-24","P. Warrington","University of Lethbridge","",NA,"2022-09-02","lyndseysmith","iNaturalist","133696499",NA,33,"confirmed","observed","",53268,"VAS"
"406","Malus fusca","(Raf.) C.K. Schneid.","","Pacific crab apple","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Malus","Malus fusca","","","","native","S5 (2000)",NA,"1997-05-18","Gerald B. Straley","UBC","V226207",NA,"2022-04-29","RWorcester","iNaturalist","113592219",NA,19,"confirmed","observed","",77948,"VAS"
"407","Matricaria discoidea","DC.","","pineapple-weed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Matricaria","Matricaria discoidea","","","","native","S5 (2015)",NA,"2019-05-31","Ben Keen","iNaturalist","26156404",NA,"2022-09-24","Guerric Haché","iNaturalist","136318911",NA,19,"new 2019","observed","",52992,"VAS"
"408","Melampyrum lineare","Lam.","","American cow-wheat","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Melampyrum","Melampyrum lineare","","","","native","S5 (2015)",NA,"1942-08-18","John W. Eastham","UBC","V29830",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:334",NA,3,"reported","unobserved","UBC:  Garibaldi Alpine Lodge",62367,"VAS"
"409","Melica subulata","(Griseb.) Scribn.","","Alaska oniongrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Melica","Melica subulata","","","","native","S5 (2000)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:335",NA,"2021-05-21","Else Mikkelsen","iNaturalist","79747722",NA,2,"new 2020","observed","UBC:  Bowen Island",77986,"VAS"
"410","Melilotus albus","Medik.","","white sweet-clover","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Melilotus","Melilotus albus","","","","native","SNA (2001)",NA,"2019-07-18","Ben Keen","iNaturalist","29096111",NA,"2022-07-24","Roslyn","iNaturalist","128227639",NA,7,"new 2019","observed","",58907,"VAS"
"411","Mentha arvensis","L.","","corn mint","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Mentha","Mentha arvensis","","","","native","S5 (2015)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:336",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:336",NA,1,"new 2020","unobserved","",58188,"VAS"
"412","Mentha canadensis","L.","","American cornmint","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Mentha","Mentha canadensis","","","","native","S5",NA,"2020-07-14","Ben Keen","iNaturalist","53116685",NA,"2020-07-26","maplerice","iNaturalist","54492657",NA,2,"new 2020","observed","",77991,"VAS"
"413","Menyanthes trifoliata","L.","","bogbean","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Menyanthaceae","",NA,"Menyanthes","Menyanthes trifoliata","","","","native","S5 (2000)",NA,"2014-06-21","hillanddale","iNaturalist","9535282",NA,"2022-10-18","FreckLes","iNaturalist","139300028",NA,51,"confirmed","observed","",78016,"VAS"
"414","Micranthes ferruginea","(Graham) Brouillet & Gornall","","russethair saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes ferruginea","","","","native","S5 (2015)",NA,"1913-07-30","John Davidson","UBC","V31082",NA,"2022-10-07","Kate McKeown","iNaturalist","140001189",NA,102,"confirmed","observed","",78024,"VAS"
"415","Micranthes integrifolia","(Hooker) Small","","wholeleaf saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes integrifolia","","","","native","S4 (2001)",NA,"1913-03-30","John Davidson","UBC","V31066",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:339",NA,15,"confirmed","observed","",78027,"VAS"
"416","Micranthes lyallii","(Engl.) Small","","redstem saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes lyallii","","","","native","S5 (2012)",NA,"1914-07-28","John Davidson","UBC","V125269",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:340",NA,6,"confirmed","observed","UBC:  Garibaldi PP Black Tusk Meadows",357929,"VAS"
"417","Micranthes nelsoniana var. cascadensis","(D. Don) Small","(Calder & Savile) Gornall & H.Ohba","Cascade saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes nelsoniana","","","cascadensis","native","S5 (2000)",NA,"1941-01-01","John Davidson","UBC","V44848",NA,"2020-07-25","Sky","iNaturalist","64067102",NA,12,"confirmed","observed","UBC:  Garibaldi PP Sentinel Gl foreland",357961,"VAS"
"418","Micranthes occidentalis","(S. Watson) Small","","western saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes occidentalis","","","","native","S5 (2000)",NA,"1914-08-01","John Davidson","UBC","V125265",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:342",NA,6,"reported","unobserved","UBC:  Garibaldi PP Sphinx Gl foreland",357953,"VAS"
"419","Micranthes odontoloma","(Piper) A. Heller","","brook saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes odontoloma","","","","native","S4 (2015)",NA,"1973-08-27","Vladimir J. Krajina","UBC","V151752",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:343",NA,3,"confirmed","observed","UBC:  Garibaldi PP",78030,"VAS"
"420","Micranthes porsildiana","(D. Don) Small","","heartleaf saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes porsildiana","","","","native","S4S5 (2005",NA,"1960-08-03","E.B. Peterson","UBC","V97788",NA,"1960-08-03","E.B. Peterson","UBC","V97788",NA,1,"reported","unobserved","UBC: M. nelsoniana var. porsildiana",772262,"VAS"
