"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"230","Juncus drummondii","E. Mey.","","Drummond's rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Juncus","Juncus drummondii","","","","native","S5",NA,"1912-08-15","John Davidson","UBC","V22127",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:286",NA,16,"reported","unobserved","",77565,"VAS"
"231","Juncus ensifolius","Wikstr.","","dagger rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Juncus","Juncus ensifolius","","","","native","S5 (2015)",NA,"2018-06-08","Brian Starzomski","iNaturalist","13321416",NA,"2022-05-25","chloeloreida","iNaturalist","118822589",NA,7,"new 2018","observed","",77569,"VAS"
"232","Juncus mertensianus","Bong.","","Mertens' rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Juncus","Juncus mertensianus","","","","native","S5 (2015)",NA,"1912-08-07","John Davidson","UBC","V22404",NA,"2020-08-09","Ben Keen","iNaturalist","55981731",NA,7,"confirmed","observed","",77584,"VAS"
"233","Juniperus communis","L.","","common juniper","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Cupressaceae","Cupressoideae",NA,"Juniperus","Juniperus communis","","","","native","S5 (2017)",NA,"1912-08-11","John Davidson","UBC","V5200",NA,"2022-11-26","Guerric Haché","iNaturalist","142976647",NA,23,"confirmed","observed","Reported by John Davidson as Juniperus communis var. saxatilis (UBC: V5200), an out of range species; Juniperus communis var. kelleyi documented on iNaturalist; Juniperus communis var. depressa also expected; infrataxa collapsed as Juniperus communis in this summary",873482,"VAS"
"234","Juniperus maritima","R.P. Adams","","seaside juniper","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Cupressaceae","Cupressoideae",NA,"Juniperus","Juniperus maritima","","","","native","S4S5 (2019)",NA,"2008-04-01","P. Dicer","NY","1104983",NA,"2021-04-06","caschaefer","iNaturalist","73156832",NA,8,"confirmed","observed","Reported by P. Dicer as Juniperus scopulorum (NY: 1104983)",164313,"VAS"
"235","Kalmia microphylla var. microphylla","(Hook.) A.Heller","","alpine bog laurel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Kalmia","Kalmia microphylla","","","microphylla","native","S5 (2020)",NA,"1914-08-01","W. Taylor","UBC","V16043",NA,"1967-08-17","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","UBC","V160950",NA,5,"reported","unobserved","",1046996,"VAS"
"236","Kalmia microphylla var. occidentalis","(Hook.) A.Heller","(Small) Ebinger","western bog laurel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Kalmia","Kalmia microphylla","","","occidentalis","native","S5 (2020)",NA,"2016-08-25","Edinburgh, Howick Expedition to British Columbia (EHBC)","E","20160599",NA,"2021-05-19","Gwen L'Hirondelle","iNaturalist","79452383",NA,4,"new 2016","observed","",1035494,"VAS"
"237","Lathyrus japonicus","Willd.","","seaside pea","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lathyrus","Lathyrus japonicus","","","","native","S4 (2015)",NA,"1913-06-15","F. Perry","UBC","V23677",NA,"2022-08-30","lauramaypollock","iNaturalist","132981250",NA,40,"confirmed","observed","",77638,"VAS"
"238","Lathyrus palustris","L.","","marsh pea","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lathyrus","Lathyrus palustris","","","","native","S3S4 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:3",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93953929",NA,6,"confirmed","observed","",77642,"VAS"
"239","Leptarrhena pyrolifolia","(D. Don) R. Br. ex Ser.","","leather-leaf saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Leptarrhena","Leptarrhena pyrolifolia","","","","native","S5 (2015)",NA,"1913-07-30","W. Taylor","UBC","V128231",NA,"2022-10-22","matiassantoro","iNaturalist","139845402",NA,29,"confirmed","observed","",128870,"VAS"
"240","Lilaeopsis occidentalis","J.M. Coult. & Rose","","western grasswort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Lilaeopsis","Lilaeopsis occidentalis","","","","native","S4 (2015)",NA,"1980-01-01","L. Jones","RBCM","V199575",NA,"2021-07-03","danielhennigar","iNaturalist","85530820",NA,3,"confirmed","observed","",77742,"VAS"
"241","Lilium columbianum","Leichtlin","","columbia lily","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Liliales","",NA,"Liliaceae","Lilioideae",NA,"Lilium","Lilium columbianum","","","","native","S5 (2015)",NA,"1913-08-01","John Davidson","UBC","V63199",NA,"2022-08-18","jessiemcfadden","iNaturalist","131495013",NA,66,"confirmed","observed","",77744,"VAS"
"242","Limosella aquatica","L.","","water mudwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Limosella","Limosella aquatica","","","","native","S4 (2015)",NA,"2018-07-14","Frank Lomer, Judith Holm","UBC","V253101",NA,"2018-07-14","Frank Lomer, Judith Holm","UBC","V253101",NA,1,"new 2018","unobserved","",59016,"VAS"
"243","Linnaea borealis ssp. longiflora","L.","(Torr.) Piper & Beattie","twinflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Linnaeoideae",NA,"Linnaea","Linnaea borealis","","longiflora","","native","S5 (2020)",NA,"2017-07-04","hillanddale","iNaturalist","9525360",NA,"2022-11-26","Guerric Haché","iNaturalist","142993062",NA,75,"new 2017","observed","",81026,"VAS"
"244","Lonicera ciliosa","(Pursh) Poir. ex DC.","","orange honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera ciliosa","","","","native","S5 (2000)",NA,"1961-05-25","Katherine I. Beamish, Freek Vrugtman, C. Campbell","UBC","V184509",NA,"2022-11-26","Guerric Haché","iNaturalist","143075984",NA,78,"confirmed","observed","",77832,"VAS"
"245","Lonicera hispidula","(Lindl.) Doug. ex Torr. & Gray","","pink honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera hispidula","","","","native","S5 (2000)",NA,"2015-06-06","Steve Ansell","iNaturalist","66765093",NA,"2022-07-24","Claude Nozères","iNaturalist","131105019",NA,8,"confirmed","observed","",53416,"VAS"
"246","Lonicera involucrata var. involucrata","(Richardson) Banks ex Spreng.","","twinberry honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera involucrata","","","involucrata","native","S5",NA,"1997-05-18","Gerald B. Straley","UBC","V226285",NA,"2022-09-13","noahplants","iNaturalist","135011678",NA,42,"confirmed","observed","",81040,"VAS"
"247","Lonicera utahensis","S.Watson","","Utah honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae",NA,"Lonicera","Lonicera utahensis","","","","native","S5 (2019)",NA,"1913-08-04","John Davidson","UBC","V7331",NA,"2022-08-05","kamil1232","iNaturalist","129562877",NA,8,"confirmed","observed","",148098,"VAS"
"248","Luetkea pectinata","(Pursh) Kuntze.","","partridgefoot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Luetkea","Luetkea pectinata","","","","native","S5 (2015)",NA,"1913-08-03","F. Perry","UBC","V33280",NA,"2022-10-18","FreckLes","iNaturalist","139300036",NA,113,"confirmed","observed","",77842,"VAS"
"249","Lupinus arcticus ssp. subalpinus","S. Watson","(Piper & B.L.Rob.) D.B.Dunn","Arctic lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus arcticus","","subalpinus","","native","S5 (2000)",NA,"1956-08-07","vc Bink","UBC","V55398",NA,"2021-08-08","Paolo Pietropaolo","iNaturalist","91970243",NA,19,"confirmed","observed","",236818,"VAS"
"250","Lupinus latifolius ssp. latifolius","Lindl. ex J.Agardh","","broadleaf lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus latifolius","","latifolius","","native","S5 (2019)",NA,"1912-08-15","John Davidson","UBC","V24015",NA,"2021-08-06","Stephen Hui","iNaturalist","90265266",NA,20,"confirmed","observed","",64242,"VAS"
"251","Lupinus littoralis","Dougl.","","seashore lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus littoralis","","","","native","S5 (2019)",NA,"1997-05-18","Gerald B. Straley","UBC","V226290",NA,"2021-05-26","sidalcea","iNaturalist","80417454",NA,6,"confirmed","observed","",77872,"VAS"
"252","Lupinus polyphyllus ssp. polyphyllus","Lindl.","","large-leaved lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Lupinus","Lupinus polyphyllus","","polyphyllus","","native","S4 (2001)",NA,"2012-07-25","Erin R. Manton, A. van der Linde, J. Shiller","UBC","V239695",NA,"2022-07-22","lauramaypollock","iNaturalist","127425272",NA,39,"confirmed","observed","",61016,"VAS"
"253","Luzula parviflora ssp. fastigiata","(Ehrh.) Desv.","(E.Mey.) Hämet-Ahti","forked wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula parviflora","","fastigiata","","native","S5 (2020)",NA,"1913-08-07","John Davidson","UBC","V47639",NA,"1913-08-07","John Davidson","UBC","V47639",NA,1,"reported","unobserved","",80006,"VAS"
"254","Luzula parviflora ssp. parviflora","(Ehrh.) Desv","","small-flowered woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula parviflora","","parviflora","","native","S5 (2020)",NA,"1977-08-06","Christopher Clement","RBCM","V146581",NA,"2021-05-23","Else Mikkelsen","iNaturalist","80414608",NA,11,"confirmed","observed","",80007,"VAS"
"255","Luzula piperi","(Coville) M.E.Jones","","Piper's wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula piperi","","","","native","S5 (2019)",NA,"1913-03-08","A. E. Baggs","UBC","V237851",NA,"1964-09-20","Vladimir J. Krajina, R.C. Brooke","UBC","V108869",NA,4,"reported","unobserved","",77898,"VAS"
"256","Luzula wahlenbergii","Rupr.","","reindeer wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Juncaceae","",NA,"Luzula","Luzula wahlenbergii","","","","native","unlisted",NA,"1913-08-01","John Davidson","UBC","V49230",NA,"1966-08-16","Collector(s): B. Fraser","UAM","UAM:Herb:39975",NA,3,"reported","unobserved","",164951,"VAS"
"257","Lycopodiella inundata","(L.) Holub","","inundated bog clubmoss","Plantae","Tracheophyta","",NA,"Lycopodiopsida","","","Lycopodiales","",NA,"Lycopodiaceae","Lycopodielloideae",NA,"Lycopodiella","Lycopodiella inundata","","","","native","S5 (2019)",NA,"1973-08-07","Thomas M.C. Taylor","UBC","V146649",NA,"2022-08-26","John D Reynolds","iNaturalist","133787046",NA,13,"confirmed","observed","",77913,"VAS"
"258","Lycopodium clavatum","L.","","stag's-horn clubmoss","Plantae","Tracheophyta","",NA,"Lycopodiopsida","","","Lycopodiales","",NA,"Lycopodiaceae","Lycopodioideae",NA,"Lycopodium","Lycopodium clavatum","","","","native","S5 (2015)",NA,"1995-07-16","Straley, Gerald","USCH","",NA,"2022-09-25","Clare Kilgour","iNaturalist","136534256",NA,75,"confirmed","observed","",77914,"VAS"
"259","Lycopus uniflorus","Michx.","","northern bugleweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Lycopus","Lycopus uniflorus","","","","native","S5 (2015)",NA,"1915-08-01","Fred Perry","UBC","V49211",NA,"2022-09-02","lyndseysmith","iNaturalist","133696675",NA,14,"confirmed","observed","",77915,"VAS"
"260","Lysichiton americanus","Hultén & H.St.John","","western skunk cabbage","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Araceae","Orontioideae",NA,"Lysichiton","Lysichiton americanus","","","","native","S5 (2019)",NA,"2007-04-03","hillanddale","iNaturalist","9014099",NA,"2022-10-18","FreckLes","iNaturalist","139300053",NA,180,"confirmed","observed","",48537,"VAS"
"261","Lysimachia europaea","(L.) U.Manns & Anderb.","","Arctic starflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia europaea","","","","native","S4S5 (2015)",NA,"1915-06-13","F. Perry","UBC","V35182",NA,"2022-07-25","Dawn Hanna","iNaturalist","127920005",NA,14,"confirmed","observed","",716947,"VAS"
"262","Lysimachia latifolia","(Hook.) Cholewa","","western star flower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia latifolia","","","","native","S4S5 (2015)",NA,"2016-04-28","Emma","iNaturalist","117826694",NA,"2022-11-20","Guerric Haché","iNaturalist","142490946",NA,124,"new 2016","observed","",496537,"VAS"
"263","Lysimachia maritima","(L.) Galasso, Banfi & Soldano","","sea milkwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia maritima","","","","native","S5 (2001)",NA,"2016-06-05","hillanddale","iNaturalist","9531407",NA,"2022-08-09","lauramaypollock","iNaturalist","130155538",NA,13,"new 2016","observed","",204175,"VAS"
"264","Lysimachia thyrsiflora","L.","","tufted loosestrife","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"Lysimachia","Lysimachia thyrsiflora","","","","native","S4S5 (2015)",NA,"2018-07-02","Vanessa","iNaturalist","13996772",NA,"2022-07-13","Bobby Valentine","iNaturalist","126108604",NA,13,"new 2018","observed","",77917,"VAS"
"265","Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.","","western lily of the valley","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Nolinoideae",NA,"Maianthemum","Maianthemum dilatatum","","","","native","S5 (2000)",NA,"1961-05-25","F. Vrugtman, Katherine I. Beamish, C.C.","UBC","V223435",NA,"2022-09-13","noahplants","iNaturalist","135011806",NA,96,"confirmed","observed","",63939,"VAS"
"266","Maianthemum racemosum ssp. amplexicaule","(L.) Link","(Nutt.) LaFrankie","solomon's plume","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Nolinoideae",NA,"Maianthemum","Maianthemum racemosum","","amplexicaule","","native","S5 (2015)",NA,"1967-06-24","P. Warrington","University of Lethbridge","",NA,"2022-06-26","Lyrae","iNaturalist","125196476",NA,40,"confirmed","observed","",53012,"VAS"
"267","Maianthemum stellatum","(L.) Link.","","starry false solomon's-seal","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Nolinoideae",NA,"Maianthemum","Maianthemum stellatum","","","","native","S5 (2015)",NA,"1967-06-24","P. Warrington","University of Lethbridge","",NA,"2022-09-02","lyndseysmith","iNaturalist","133696499",NA,33,"confirmed","observed","",53268,"VAS"
"268","Malus fusca","(Raf.) C.K. Schneid.","","Pacific crab apple","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Malus","Malus fusca","","","","native","S5 (2000)",NA,"1997-05-18","Gerald B. Straley","UBC","V226207",NA,"2022-04-29","RWorcester","iNaturalist","113592219",NA,19,"confirmed","observed","",77948,"VAS"
"269","Matricaria discoidea","DC.","","pineapple-weed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Matricaria","Matricaria discoidea","","","","native","S5 (2015)",NA,"2019-05-31","Ben Keen","iNaturalist","26156404",NA,"2022-09-24","Guerric Haché","iNaturalist","136318911",NA,19,"new 2019","observed","",52992,"VAS"
"270","Melica subulata","(Griseb.) Scribn.","","Alaska oniongrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Melica","Melica subulata","","","","native","S5 (2000)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:335",NA,"2021-05-21","Else Mikkelsen","iNaturalist","79747722",NA,2,"new 2020","observed","UBC:  Bowen Island",77986,"VAS"
"271","Melilotus albus","Medik.","","white sweet-clover","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Melilotus","Melilotus albus","","","","native","SNA (2001)",NA,"2019-07-18","Ben Keen","iNaturalist","29096111",NA,"2022-07-24","Roslyn","iNaturalist","128227639",NA,7,"new 2019","observed","",58907,"VAS"
"272","Menyanthes trifoliata","L.","","bogbean","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Menyanthaceae","",NA,"Menyanthes","Menyanthes trifoliata","","","","native","S5 (2000)",NA,"2014-06-21","hillanddale","iNaturalist","9535282",NA,"2022-10-18","FreckLes","iNaturalist","139300028",NA,51,"confirmed","observed","",78016,"VAS"
"273","Micranthes ferruginea","(Graham) Brouillet & Gornall","","russethair saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes ferruginea","","","","native","S5 (2015)",NA,"1913-07-30","John Davidson","UBC","V31082",NA,"2022-10-07","Kate McKeown","iNaturalist","140001189",NA,102,"confirmed","observed","",78024,"VAS"
"274","Micranthes integrifolia","(Hooker) Small","","wholeleaf saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes integrifolia","","","","native","S4 (2001)",NA,"1913-03-30","John Davidson","UBC","V31066",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:339",NA,15,"confirmed","observed","",78027,"VAS"
"275","Micranthes lyallii","(Engl.) Small","","redstem saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes lyallii","","","","native","S5 (2012)",NA,"1914-07-28","John Davidson","UBC","V125269",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:340",NA,6,"confirmed","observed","UBC:  Garibaldi PP Black Tusk Meadows",357929,"VAS"
"276","Micranthes nelsoniana var. cascadensis","(D. Don) Small","(Calder & Savile) Gornall & H.Ohba","Cascade saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes nelsoniana","","","cascadensis","native","S5 (2000)",NA,"1941-01-01","John Davidson","UBC","V44848",NA,"2020-07-25","Sky","iNaturalist","64067102",NA,12,"confirmed","observed","UBC:  Garibaldi PP Sentinel Gl foreland",357961,"VAS"
"277","Micranthes occidentalis","(S. Watson) Small","","western saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes occidentalis","","","","native","S5 (2000)",NA,"1914-08-01","John Davidson","UBC","V125265",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:342",NA,6,"reported","unobserved","UBC:  Garibaldi PP Sphinx Gl foreland",357953,"VAS"
"278","Micranthes odontoloma","(Piper) A. Heller","","brook saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes odontoloma","","","","native","S4 (2015)",NA,"1973-08-27","Vladimir J. Krajina","UBC","V151752",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:343",NA,3,"confirmed","observed","UBC:  Garibaldi PP",78030,"VAS"
"279","Micranthes porsildiana","(D. Don) Small","","heartleaf saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes porsildiana","","","","native","S4S5 (2005",NA,"1960-08-03","E.B. Peterson","UBC","V97788",NA,"1960-08-03","E.B. Peterson","UBC","V97788",NA,1,"reported","unobserved","UBC: M. nelsoniana var. porsildiana",772262,"VAS"
"280","Micranthes tolmiei","(Torr. & A. Gray) Brouillet & Gornall","","Tolmie's saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Micranthes","Micranthes tolmiei","","","","native","S4 (2015)",NA,"1913-08-07","A. E. Baggs","UBC","V47141",NA,"2022-08-23","rolymac","iNaturalist","132866572",NA,18,"confirmed","observed","",78032,"VAS"
"281","Monotropa hypopitys","L.","","pinesap","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Monotropa","Monotropa hypopitys","","","","native","S3S4 (2001)",NA,"1984-08-14","Bruce A. Bohm","UBC","V197372",NA,"2022-09-03","Mavaddat Javid","iNaturalist","133499526",NA,109,"confirmed","observed","",59986,"VAS"
"282","Monotropa uniflora","L.","","ghost pipe","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Monotropa","Monotropa uniflora","","","","native","S4 (2015)",NA,"1974-10-21","P.C. Martin","UBC","V148161",NA,"2022-09-05","dshrimpz","iNaturalist","133879768",NA,155,"confirmed","observed","",49477,"VAS"
"283","Montia parvifolia","(Moc. ex DC.) Greene","","small-leaved montia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Montia","Montia parvifolia","","","","native","S5 (2015)",NA,"1897-06-05","Albert J. Hill","UBC","V34893",NA,"2022-06-26","Lyrae","iNaturalist","125472099",NA,38,"confirmed","observed","",78123,"VAS"
"284","Myrica gale","L.","","sweet gale","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fagales","",NA,"Myricaceae","",NA,"Myrica","Myrica gale","","","","native","S5 (2000)",NA,"1997-05-18","Gerald B. Straley","UBC","V226286",NA,"2022-10-18","K. Groves","iNaturalist","139275058",NA,29,"confirmed","observed","",82203,"VAS"
"285","Nabalus alatus","Hook.","","western rattlesnake root","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Nabalus","Nabalus alatus","","","","native","S5 (2019)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:65",NA,"2022-08-21","Steve Ansell","iNaturalist","131968002",NA,3,"confirmed","observed","UBC:  Grouse Mt. Eagle Cr; Prenanthes alata",130955,"VAS"
"286","Neottia banksiana","(Lind.) Rchb. f.","","northwestern twayblade","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Epidendroideae",NA,"Neottia","Neottia banksiana","","","","native","S4 (2015)",NA,"1974-07-02","C.E. Biel","UBC","V176160",NA,"2022-08-01","Dawn Hanna","iNaturalist","129228037",NA,17,"confirmed","observed","Reported as: Listera caurina",131227,"VAS"
"287","Neottia cordata","(L) Rchb.","","heartleaf twayblade","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Epidendroideae",NA,"Neottia","Neottia cordata","","","","native","S4S5 (2015)",NA,"1913-05-19","F. Perry","UBC","V52003",NA,"2020-08-26","citizen1","iNaturalist","58125393",NA,9,"confirmed","observed","",204364,"VAS"
"288","Nephrophyllidium crista-galli","(Menzies ex Hook.) Gilg","","deer-cabbage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Menyanthaceae","",NA,"Nephrophyllidium","Nephrophyllidium crista-galli","","","","native","S5 (2000)",NA,"1996-08-11","Straley, Gerald","NCU","NCU00031508",NA,"2022-10-18","FreckLes","iNaturalist","139300048",NA,87,"confirmed","observed","Reported as: Fauria crista-galli",340457,"VAS"
"289","Nothochelone nemorosa","(Dougl. ex Lindl.) Straw","","woodland beardtongue","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Nothochelone","Nothochelone nemorosa","","","","native","S4S5 (2019)",NA,"2017-07-26","Adam Huggins","iNaturalist","7243316",NA,"2021-06-23","citizen1","iNaturalist","85018413",NA,7,"new 2017","observed","",78231,"VAS"
"290","Nuphar polysepala","Engelm (Engelm.) E.O. Beal.","","western yellow pond-lily","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Nymphaeales","",NA,"Nymphaeaceae","",NA,"Nuphar","Nuphar polysepala","","","","native","S5 (2000)",NA,"1913-07-27","John Davidson","UBC","V25067",NA,"2022-11-27","spea","iNaturalist","143089219",NA,64,"confirmed","observed","Reported as: Nuphar lutea ssp. polysepala",78234,"VAS"
