"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","latitude","longitude"
"Vaccinium ovalifolium","Sm.",63820,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Vaccinium",NA,"Vaccinium ovalifolium","","species","iNaturalist","Observations","55981454","","https://www.inaturalist.org/observations/55981454","Ben Keen","",NA,"2020-08-09",2020,8,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",1977,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.404,-123.18
"Agrostis capillaris","L.",75312,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis capillaris","","species","UBC","UBCVascular","V225553","","CD10D48A-F8F4-B34E-8522-983343966AB7","P.M. Peterson, Jeffery M. Saarela, S.F. Smith","18753",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","Cypress Provincial Park, north of Vancouver, Just below Cypress Ski Resort",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2000)",NA,"P.M. Peterson",NA,NA,NA,NA,NA,49.395,-123.18
"Agrostis exarata","Trin.",59088,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis exarata","","species","MO","MO","3431056","","urn:catalog:MO:Tropicos:3431056","Paul M. Peterson;Jeffrey M. Saarela;Stephen F. Smith","Peterson 18751",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","Just below Cypress Ski Resort in Cypress Provincial Park, N of Vancouver.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,49.395,-123.18
"Agrostis exarata","Trin.",59088,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis exarata","","species","UBC","UBCVascular","V225551","","EBFFC844-5AA8-A04C-A75D-79FE37EDCFF7","P.M. Peterson, Jeffery M. Saarela, S.F. Smith","18751",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","north of Vancouver, Cypress Provincial Park, Just below Cypress Ski Resort",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"P.M. Peterson",NA,NA,NA,NA,NA,49.395,-123.18
"Agrostis exarata","Trin.",59088,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis exarata","","species","BABY","BABY","BABY-06046","","BABY-06046-18751","P.M. Peterson; J.M. Saarela; S.F. Smith","18751",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","North Vancouver, Cypress Provincial Park, Cypress Ski Resort",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"P.M. Peterson",NA,NA,NA,NA,NA,49.395,-123.18
"Agrostis exarata","Trin.",59088,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis exarata","","species","University of Alberta Museums","ALTA-VP","116741","","urn:catalog:ALTA-VP:116741","Peterson, P. M.;Saarela, J. M.;Smith, S. F.","18751",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","",NA,NA,"British Columbia","Canada","CA",190,"","","","",NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,49.395,-123.18
"Carex mertensii","Prescott ex Bong.",76078,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Cyperaceae","Carex",NA,"Carex mertensii","","species","MICH","Angiosperms","1378626","","b6b3bc60-4b91-4488-8989-906997ccf4d9","Paul M. Peterson","18752",NA,"2005-07-29",2005,7,29,"PRESERVED_SPECIMEN","Just below Cypress Ski Resort in Cypress Provincial Park, N of Vancouver.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Rob Massatti",NA,NA,NA,NA,NA,49.395,-123.18
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales","",NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora","","species","iNaturalist","Observations","29887951","","https://www.inaturalist.org/observations/29887951","kadbury","",NA,"2019-07-30",2019,7,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"dleivdal",NA,NA,NA,NA,NA,49.395,-123.18
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales","",NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora","","species","iNaturalist","Observations","127398301","","https://www.inaturalist.org/observations/127398301","anniebak","",NA,"2022-07-22",2022,7,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,49.395,-123.18
"Corallorhiza mertensiana","Bong",49444,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Corallorhiza",NA,"Corallorhiza mertensiana","","species","iNaturalist","Observations","29867523","","https://www.inaturalist.org/observations/29867523","kadbury","",NA,"2019-07-30",2019,7,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kadbury",NA,NA,NA,NA,NA,49.395,-123.18
"Corallorhiza mertensiana","Bong",49444,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Corallorhiza",NA,"Corallorhiza mertensiana","","species","iNaturalist","Observations","29888279","","https://www.inaturalist.org/observations/29888279","kadbury","",NA,"2019-07-30",2019,7,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",48,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kadbury",NA,NA,NA,NA,NA,49.395,-123.18
"Cupressus nootkatensis","D.Don",126792,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Cupressaceae","Cupressus",NA,"Cupressus nootkatensis","","species","iNaturalist","Observations","90914905","","https://www.inaturalist.org/observations/90914905","cultuslakestudentrangers","",NA,"2021-08-05",2021,8,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",64,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2019)",NA,"cultuslakestudentrangers",NA,NA,NA,NA,NA,49.395,-123.18
"Erigeron canadensis","L.",76907,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Erigeron",NA,"Erigeron canadensis","","species","iNaturalist","Observations","32169795","","https://www.inaturalist.org/observations/32169795","Maddie Edmonds","",NA,"2019-08-22",2019,8,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",26550,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Maddie Edmonds",NA,NA,NA,NA,NA,49.395,-123.18
"Festuca rubra s. lat.","L.",61061,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Festuca",NA,"Festuca rubra","","species","UBC","UBCVascular","V225345","","70EEBD82-A479-7A4F-A659-A6D750AC1796","P.M. Peterson, Jeffery M. Saarela and S.F. Smith","18755",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","North of Vancouver, Cypress Provincial Park, just below Cypress Ski Resort.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"","",NA,"P.M. Peterson",NA,NA,NA,NA,NA,49.395,-123.18
"Luzula parviflora ssp. parviflora","(Ehrh.) Desv",80007,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Luzula",NA,"Luzula parviflora","parviflora","subspecies","MO","MO","101009930","","urn:catalog:MO:Tropicos:101009930","Paul M. Peterson;Jeffrey M. Saarela;Stephen F. Smith","Peterson 18756",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","Just below Cypress Ski Resort in Cypress Provincial Park, N of Vancouver.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2020)",NA,"",NA,NA,NA,NA,NA,49.395,-123.18
"Nephrophyllidium crista-galli","(Menzies ex Hook.) Gilg",340457,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Menyanthaceae","Nephrophyllidium",NA,"Nephrophyllidium crista-galli","","species","iNaturalist","Observations","85037875","","https://www.inaturalist.org/observations/85037875","John D Reynolds","",NA,"2021-06-25",2021,6,25,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.395,-123.18
"Orthilia secunda","L.",78288,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Orthilia",NA,"Orthilia secunda","","species","iNaturalist","Observations","56175980","","https://www.inaturalist.org/observations/56175980","Liz","",NA,"2020-08-10",2020,8,10,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Liz",NA,NA,NA,NA,NA,49.395,-123.18
"Pseudotsuga menziesii var. menziesii","(Mirb.) Franco",48256,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Pseudotsuga",NA,"Pseudotsuga menziesii","menziesii","varietas","iNaturalist","Observations","90264676","","https://www.inaturalist.org/observations/90264676","Stephen Hui","",NA,"2021-08-06",2021,8,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Stephen Hui",NA,NA,NA,NA,NA,49.395,-123.18
"Rubus pedatus","Sm.",130220,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Rubus",NA,"Rubus pedatus","","species","iNaturalist","Observations","29888223","","https://www.inaturalist.org/observations/29888223","kadbury","",NA,"2019-07-30",2019,7,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",3787,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"dleivdal",NA,NA,NA,NA,NA,49.395,-123.18
"Rubus pedatus","Sm.",130220,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Rubus",NA,"Rubus pedatus","","species","iNaturalist","Observations","7789233","","https://www.inaturalist.org/observations/7789233","sluginthemud","",NA,"2017-09-04",2017,9,4,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Derek Killby",NA,NA,NA,NA,NA,49.395,-123.18
"Struthiopteris spicant","(L.) F.W. Weiss",774894,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Blechnaceae","Struthiopteris",NA,"Struthiopteris spicant","","species","iNaturalist","Observations","85037880","","https://www.inaturalist.org/observations/85037880","John D Reynolds","",NA,"2021-06-25",2021,6,25,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,49.395,-123.18
"Trisetum canescens","Buckley",64229,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Trisetum",NA,"Trisetum canescens","canescens","species","University of Alberta Museums","ALTA-VP","132913","","urn:catalog:ALTA-VP:132913","Peterson, P. M.;Saarela, J. M.;Smith, S. F.","18754",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","",NA,NA,"British Columbia","Canada","CA",190,"","","","",NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,49.395,-123.18
"Trisetum cernuum","Trin.",79444,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Trisetum",NA,"Trisetum cernuum","cernuum","species","MO","MO","3462744","","urn:catalog:MO:Tropicos:3462744","Paul M. Peterson;Jeffrey M. Saarela;Stephen F. Smith","Peterson 18754",NA,"2004-07-29",2004,7,29,"PRESERVED_SPECIMEN","Just below Cypress Ski Resort in Cypress Provincial Park, N of Vancouver.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,49.395,-123.18
"Trisetum cernuum","Trin.",79444,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Trisetum",NA,"Trisetum cernuum","cernuum","species","UBC","UBCVascular","V225302","","E66B13B7-D997-514D-ACE6-14A9CDC2EF89","P.M. Peterson, Jeffrey M. Saarela, S.F. Smith","18754",NA,"2005-07-29",2005,7,29,"PRESERVED_SPECIMEN","North of Vancouver, Cypress Provincial Park, just below Cypress Ski Resort.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"P.M. Peterson 2005",NA,NA,NA,NA,NA,49.395,-123.18
"Vaccinium ovalifolium","Sm.",63820,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Vaccinium",NA,"Vaccinium ovalifolium","","species","iNaturalist","Observations","90264642","","https://www.inaturalist.org/observations/90264642","Stephen Hui","",NA,"2021-08-06",2021,8,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,49.395,-123.18
"Vaccinium ovalifolium","Sm.",63820,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Vaccinium",NA,"Vaccinium ovalifolium","","species","iNaturalist","Observations","55981020","","https://www.inaturalist.org/observations/55981020","Ben Keen","",NA,"2020-08-09",2020,8,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.395,-123.18
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","68842701","","https://www.inaturalist.org/observations/68842701","Steve Ansell","",NA,"2020-08-09",2020,8,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",50,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,49.467,-123.17
"Phegopteris connectilis","(Michx.) Watt",122082,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Thelypteridaceae","Phegopteris",NA,"Phegopteris connectilis","","species","iNaturalist","Observations","82963513","","https://www.inaturalist.org/observations/82963513","Rachel Munger","",NA,"2021-06-13",2021,6,13,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",9948,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Rachel Munger",NA,NA,NA,NA,NA,49.638,-123.14
"Cupressus nootkatensis","D.Don",126792,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Cupressaceae","Cupressus",NA,"Cupressus nootkatensis","","species","iNaturalist","Observations","64018402","","https://www.inaturalist.org/observations/64018402","Stephen Hui","",NA,"2020-11-01",2020,11,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",16,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2019)",NA,"Stephen Hui",NA,NA,NA,NA,NA,49.575,-123.14
"Diphasiastrum sitchense","(Rupr.) Holub",204303,"Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","",NA,"Lycopodiaceae","Diphasiastrum",NA,"Diphasiastrum sitchense","","species","iNaturalist","Observations","64018478","","https://www.inaturalist.org/observations/64018478","Stephen Hui","",NA,"2020-11-01",2020,11,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,49.575,-123.14
"Luetkea pectinata","(Pursh) Kuntze.",77842,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Luetkea",NA,"Luetkea pectinata","","species","iNaturalist","Observations","64018468","","https://www.inaturalist.org/observations/64018468","Stephen Hui","",NA,"2020-11-01",2020,11,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,49.575,-123.14
"Pinus monticola","Douglas ex. D. Don",68084,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Pinus",NA,"Pinus monticola","","species","iNaturalist","Observations","64018533","","https://www.inaturalist.org/observations/64018533","Stephen Hui","",NA,"2020-11-01",2020,11,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,49.575,-123.14
"Digitalis purpurea","L.",53983,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Digitalis",NA,"Digitalis purpurea","","species","iNaturalist","Observations","53393240","","https://www.inaturalist.org/observations/53393240","student_of_life","",NA,"2020-07-17",2020,7,17,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",976,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"student_of_life",NA,NA,NA,NA,NA,49.557,-123.16
"Aruncus dioicus var. acuminatus","(Walter) Fernald",80381,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Aruncus",NA,"Aruncus dioicus","acuminatus","varietas","iNaturalist","Observations","26562095","","https://www.inaturalist.org/observations/26562095","tomgibson13","",NA,"2018-08-15",2018,8,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"spinescence",NA,NA,NA,NA,NA,49.656,-123.13
"Aquilegia formosa","Fisch. ex DC.",48244,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Ranunculaceae","Aquilegia",NA,"Aquilegia formosa","","species","iNaturalist","Observations","26622409","","https://www.inaturalist.org/observations/26622409","Travis Forsyth","",NA,"2019-06-08",2019,6,8,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"citizen1",NA,NA,NA,NA,NA,49.656,-123.12
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia","","species","iNaturalist","Observations","97815585","","https://www.inaturalist.org/observations/97815585","laniefungi","",NA,"2021-10-10",2021,10,10,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"David",NA,NA,NA,NA,NA,49.674,-123.1
"Luetkea pectinata","(Pursh) Kuntze.",77842,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Luetkea",NA,"Luetkea pectinata","","species","iNaturalist","Observations","91480457","","https://www.inaturalist.org/observations/91480457","Matt M","",NA,"2021-08-03",2021,8,3,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",24,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Matt M",NA,NA,NA,NA,NA,49.674,-123.1
"Phyllodoce empetriformis","(Sm.) D. Don",78560,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Phyllodoce",NA,"Phyllodoce empetriformis","","species","iNaturalist","Observations","91480405","","https://www.inaturalist.org/observations/91480405","Matt M","",NA,"2021-08-03",2021,8,3,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2014)",NA,"Matt M",NA,NA,NA,NA,NA,49.674,-123.1
"Rhododendron albiflorum","Hook.",126556,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Rhododendron",NA,"Rhododendron albiflorum","","species","","","","","q-10227657799","","",NA,"2020-07-29",2020,7,29,"HUMAN_OBSERVATION","",NA,NA,"","Canada","CA",32,"","","","",NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,49.674,-123.1
"Rhododendron albiflorum","Hook.",126556,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Rhododendron",NA,"Rhododendron albiflorum","","species","iNaturalist","Observations","91480491","","https://www.inaturalist.org/observations/91480491","Matt M","",NA,"2021-08-03",2021,8,3,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",24,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"David Anderson",NA,NA,NA,NA,NA,49.674,-123.1
"Vaccinium membranaceum","Douglas ex Torr.",48347,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Vaccinium",NA,"Vaccinium membranaceum","","species","iNaturalist","Observations","8419509","","https://www.inaturalist.org/observations/8419509","Vanessa","",NA,"2017-09-23",2017,9,23,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Vanessa",NA,NA,NA,NA,NA,49.674,-123.1
"Nuttallanthus canadensis","(L.) D.A. Sutton",59112,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Nuttallanthus",NA,"Nuttallanthus canadensis","","species","UBC","UBCVascular","V167630","","9FFB92AC-5F39-3548-BA0F-B00D968543C6","R.C. Summerbell, C. wilson","29",NA,"1978-09-17",1978,9,17,"PRESERVED_SPECIMEN","near britannia beach",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2016)",NA,"",NA,NA,NA,NA,NA,49.629,-123.12
"Monotropa hypopitys","L.",59986,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Monotropa",NA,"Monotropa hypopitys","","species","iNaturalist","Observations","97463249","","https://www.inaturalist.org/observations/97463249","nnhenderson","",NA,"2020-07-11",2020,7,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",2534179,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"David",NA,NA,NA,NA,NA,49.62,-123.09
"Platanthera orbiculata","(Pursh) Lindl.",131218,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Platanthera",NA,"Platanthera orbiculata","","species","iNaturalist","Observations","85702132","","https://www.inaturalist.org/observations/85702132","danielhennigar","",NA,"2021-07-04",2021,7,4,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",26486,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"danielhennigar",NA,NA,NA,NA,NA,49.602,-123.1
"Allotropa virgata","Torr. & A. Gray",62481,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Allotropa",NA,"Allotropa virgata","","species","iNaturalist","Observations","26686108","","https://www.inaturalist.org/observations/26686108","breannawilson","",NA,"2019-05-31",2019,5,31,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",26486,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2015)",NA,"breannawilson",NA,NA,NA,NA,NA,49.602,-123.09
"Rubus parviflorus","Nutt.",51646,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Rubus",NA,"Rubus parviflorus","","species","iNaturalist","Observations","14759735","","https://www.inaturalist.org/observations/14759735","Samantha Leigh","",NA,"2018-07-22",2018,7,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",1052,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Samantha Leigh",NA,NA,NA,NA,NA,49.656,-123.09
"Spiraea douglasii","Hook.",62493,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Spiraea",NA,"Spiraea douglasii","","species","iNaturalist","Observations","14759705","","https://www.inaturalist.org/observations/14759705","Samantha Leigh","",NA,"2018-07-22",2018,7,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,49.656,-123.09
"Veratrum viride var. eschscholzianum","Aiton",79484,"Plantae","Tracheophyta","Liliopsida","Liliales","",NA,"Melanthiaceae","Veratrum",NA,"Veratrum viride","eschscholzianum","varietas","iNaturalist","Observations","14757275","","https://www.inaturalist.org/observations/14757275","Samantha Leigh","",NA,"2018-07-22",2018,7,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4208,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Samantha Leigh",NA,NA,NA,NA,NA,49.656,-123.09
"Cassiope mertensiana ssp. mertensiana","(Bong.) D. Don",126554,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Cassiope",NA,"Cassiope mertensiana","mertensiana","subspecies","iNaturalist","Observations","14758820","","https://www.inaturalist.org/observations/14758820","Samantha Leigh","",NA,"2018-07-22",2018,7,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",2104,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Samantha Leigh",NA,NA,NA,NA,NA,49.647,-123.09
